MonumentID,MaterialID,MonumentType,MentionsUnit,Inscription,CleanedInscriptionConservative,CleanedInscription,Translation,TranslationSource,Decorated,Pediment,PedimentDetail,Frieze,Portrait,InscriptionDetails,InscriptionBorder,LowerFieldDecoration,LowerFieldDetail,MonumentStyleType,FromLatEpig,EDCSTags
0180,0180,,,L(ucius) Laberius / L(uci) f(ilius) Firmus tr/i(bu) Clau(dia) domo / F[o]ro Claudi / mile(s) leg(ionis) XI / [C(laudiae) P(iae)] F(idelis) [annor(um)] XXXV / [stip(endiorum)] XIIII / [h(ic) s(itus)] e(st) / T(itus) Talo[n]ius Sec[un(dus)] / t(estamento) f(ieri) i(ussit),L Laberius L f Firmus tri Clau domo Fro Claudi mile leg XI F XXXV XIIII e T Taloius Sec t f i,Lucius Laberius Luci filius Firmus tribu Claudia domo Foro Claudi miles legionis XI Claudiae Piae Fidelis annorum XXXV stipendiorum XIIII hic situs est Titus Talonius Secundus testamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0181,0181,,,L(ucius) Magnus / L(uci) (!) Fabia / Cleme(n)s Tavia / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / optio sti(pendiorum) XI an(norum) XXX pos(uit) / L(ucius) Salvius / Clemens frater,L Magnus L Fabia Clemes Tavia mil leg XI C P F optio sti XI an XXX pos L Salvius Clemens frater,Lucius Magnus Luci Fabia Clemens Tavia miles legionis XI Claudiae Piae Fidelis optio stipendiorum XI annorum XXX posuit Lucius Salvius Clemens frater,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0182,0182,,,Q(uintus) Satrius / Q(uinti) (!) Publilia / Martialis Ver(ona) / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / ann(orum) XXXIIII / stip(endiorum) XIIII,Q Satrius Q Publilia Martialis Ver mil leg XI C P F ann XXXIIII stip XIIII,Quintus Satrius Quinti Publilia Martialis Verona miles legionis XI Claudiae Piae Fidelis annorum XXXIIII stipendiorum XIIII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0183,0183,,,Dis Ma(nibus) / Ter(ti) Anto(ni) / Ter(ti) f(ili) Pol(lia) Rufi / Par(ma) mil(itis) leg(ionis) XI / C(laudiae) P(iae) F(idelis) stip(endiorum) XVI,Dis Ma Ter Anto Ter f Pol Rufi Par mil leg XI C P F stip XVI,Dis Manibus Terti Antoni Terti fili Pollia Rufi Parma militis legionis XI Claudiae Piae Fidelis stipendiorum XVI,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0184,0184,,,Baccus Staumi / f(ilius) Fab(ia) domo / Brixia miles / coh(ortis) Monta/norum ann(orum) XXVI stip(endiorum) IIII / h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit),Baccus Staumi f Fab domo Brixia miles coh Montanorum ann XXVI stip IIII h s e t f i,Baccus Staumi filius Fabia domo Brixia miles cohortis Montanorum annorum XXVI stipendiorum IIII hic situs est testamento fieri iussit,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0185,0185,,,Heras Ennom/ai f(ilius) mil(es) c(oh)or(tis) II / Cyrr(hestarum) do(mo) Cyr(rh)o / ann(orum) L sti(pendiorum) XXII / h(ic) s(itus) e(st) / [Heb]raeus Ab/emmi f(ilius) (h)er(es) pos(uit),Heras Ennomai f mil cor II Cyrr do Cyro ann L sti XXII h s e raeus Abemmi f er pos,Heras Ennomai filius miles cohortis II Cyrrhestarum domo Cyrrho annorum L stipendiorum XXII hic situs est Hebraeus Abemmi filius heres posuit,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0186,0186,,,Imerix Servofr/edi f(ilius) Batav<u=O>s / eq(ues) ala / Hispano(rum) / [a]nnor(um) XXVIII / stip(endiorum) VIII / [h(ic)] s(itus) e(st),Imerix Servofredi f BatavOs eq ala Hispano nnor XXVIII stip VIII s e,Imerix Servofredi filius Batavus eques ala Hispanorum annorum XXVIII stipendiorum VIII hic situs est,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0187,0187,,,T(ito) Queresio Aet(oris) f(ilio) patr[i] / Volusiae M(arci) f(iliae) Aet(riae?) mat[ri] / Queresiae T(iti) f(iliae) Max(imae) sor[ori] / Queresiae T(iti) f(iliae) Tertiae so[rori] / C(aius) Volusius Max(imus) h(eres) f(aciundum) c(uravit),T Queresio Aet f patr Volusiae M f Aet mat Queresiae T f Max sor Queresiae T f Tertiae so C Volusius Max h f c,Tito Queresio Aetoris filio patri Volusiae Marci filiae Aetriae matri Queresiae Titi filiae Maximae sorori Queresiae Titi filiae Tertiae sorori Caius Volusius Maximus heres faciundum curavit,,,,,,,,,,,,,,mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0188,0188,,,C(aius) Virius C(ai) l(ibertus) / Vitalis annor(um) / VI h(ic) s(itus) e(st) / C(aius) Virius et Neuma / mater posuere,C Virius C l Vitalis annor VI h s e C Virius et Neuma mater posuere,Caius Virius Cai libertus Vitalis annorum VI hic situs est Caius Virius et Neuma mater posuere,,,,,,,,,,,,,,liberti/libertae;  mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0189,0189,,,] L(ucius) Fun[3] / [3] Q(uintus?) Fabi[,L Fun Q Fabi,Lucius Fun Quintus Fabi,,,,,,,,,,,,,,tituli operum;  viri
0190,0190,,,L(ucius) Mart[3] / f(ilius) anno[rum 3] / L(ucius?) Olstiu[3] / fecit [,L Mart f anno L Olstiu fecit,Lucius Mart filius annorum Lucius Olstiu fecit,,,,,,,,,,,,,,tituli sepulcrales;  viri
0191,0191,,,]azicico / [3] et Apulo / [3]co Aetoris f(ilio) / [he]res,azicico et Apulo co Aetoris f res,azicico et Apulo co Aetoris filio heres,,,,,,,,,,,,,,nomen singulare;  tituli sepulcrales;  viri
0192,0192,,,]eziu[s] / [3 si]bi et / [3 posu]it,eziu bi et it,ezius sibi et posuit,,,,,,,,,,,,,,tituli sepulcrales;  viri
0193,0193,,,[Ti(berius) Claudius Drusi] / [f(ilius) Caesar Aug(ustus) German(icus)] / [pontif(ex) maximus tr(ibunicia) p(otestate) X] / [co(n)s(ul) IIII] imp(erator) XXI p(ater) p(atriae) c[ensor] / [P(ublio) A]nteio Ru[fo leg(ato)] / [Aug(usti) pr(o) p]r(aetore) le[g(io) XI C(laudia) P(ia) F(idelis)],imp XXI p p c nteio Ru r le,Tiberius Claudius Drusi filius Caesar Augustus Germanicus pontifex maximus tribunicia potestate X consul IIII imperator XXI pater patriae censor Publio Anteio Rufo legato Augusti pro praetore legio XI Claudia Pia Fidelis,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo senatorius;  tituli operum;  tria nomina;  viri
0194,0194,,,Ter(tius) Baebius C(ai) f(ilius) Sca(ptia) domo Florentia ann(orum) XXXV stip(endiorum) XVII mil(es) leg(ionis) XI cornicen,Ter Baebius C f Sca domo Florentia ann XXXV stip XVII mil leg XI cornicen,Tertius Baebius Cai filius Scaptia domo Florentia annorum XXXV stipendiorum XVII miles legionis XI cornicen,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0195,0195,,,L(ucius) Bodlius L(uci) f(ilius) / Pol(lia) Genialis / Pollent(ia) mil(es) / leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Iuli Secundi / ann(orum) XXX stip(endiorum) X / h(eres) f(aciendum) c(uravit),L Bodlius L f Pol Genialis Pollent mil leg XI C P F Iuli Secundi ann XXX stip X h f c,Lucius Bodlius Luci filius Pollia Genialis Pollentia miles legionis XI Claudiae Piae Fidelis centuria Iuli Secundi annorum XXX stipendiorum X heres faciendum curavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0196,0196,,,S]atr[ius] / [3] Cam(ilia) Rufus / Ravenna miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Fabrici Veri / ann(orum) XXXIII stip(endiorum) XV / t(estamento) f(ieri) i(ussit) / C(aius) Muscius Maternus / et / C(aius) Asuvius Crescens / her(edes) f(aciendum) c(uraverunt),Satr Cam Rufus Ravenna miles leg XI C P F Fabrici Veri ann XXXIII stip XV t f i C Muscius Maternus et C Asuvius Crescens her f c,Satrius Camilia Rufus Ravenna miles legionis XI Claudiae Piae Fidelis centuria Fabrici Veri annorum XXXIII stipendiorum XV testamento fieri iussit Caius Muscius Maternus et Caius Asuvius Crescens heredes faciendum curaverunt,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0197,0197,,,]io P(ubli) / [f(ilio) 3]sso do/[mo(?) 3 s]ignif(er) / [3] stip(endiorum) XXIII / [3]ola / [3]io / [,io P sso doignif stip XXIII ola io,io Publi filio sso domo signifer stipendiorum XXIII ola io,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0198,0198,,,[S]ex(tus) Valeri[u]s Sex(ti) filius V(o)ltinia [L]uci[n]us(?) [V]iana miles [l]eg(ionis) VIII Aug(ustae) |(centuria) Terent(i) Iuliani vixit an(n)is XXIX miles an(n)is [V]IIII(?),ex Valeris Sex filius Vltinia ucius iana miles eg VIII Aug Terent Iuliani vixit anis XXIX miles anis IIII,Sextus Valerius Sexti filius Voltinia Lucinus Viana miles legionis VIII Augustae centuria Terenti Iuliani vixit annis XXIX miles annis VIIII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0199,0199,,,C(aius) Vatern(ius) / C(ai) f(ilius) Lem(onia) / Aprio Bon(onia) / stipe(ndiorum) XIX / h(eres) f(aciendum) c(uravit),C Vatern C f Lem Aprio Bon stipe XIX h f c,Caius Vaternius Cai filius Lemonia Aprio Bononia stipendiorum XIX heres faciendum curavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0200,0200,,,Dacnas / Apsaei f(ilius) / mil(es) <c=G>oh(ortis) II / Cyrrhestaru(m) / domo Berea / ann(orum) L stip(endiorum) XXIV / h(ic) s(itus) e(st),Dacnas Apsaei f mil Goh II Cyrrhestaru domo Berea ann L stip XXIV h s e,Dacnas Apsaei filius miles cohortis II Cyrrhestarum domo Berea annorum L stipendiorum XXIV hic situs est,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0201,0201,,,]us / [3]uri f(ilius) equ[es] / [ala(e) Hisp(anorum)] Batav(u)s [,us uri f equ Batavs,us uri filius eques alae Hispanorum Batavus,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0202,0202,,,] / Ma[3] / Foro [Iulii] / mil(es) leg(ionis) XI C(laudiae) [P(iae) F(idelis)] / |(centuria) Caecili Ma[3] / ann(orum) XXXV st[ip(endiorum) 3] / h(eres) f(aciendum) c(uravit) [3] / Quintinus op[tio],Ma Foro mil leg XI C Caecili Ma ann XXXV st h f c Quintinus op,Ma Foro Iulii miles legionis XI Claudiae Piae Fidelis centuria Caecili Ma annorum XXXV stipendiorum heres faciendum curavit Quintinus optio,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0203,0203,,,L[3] / [3]nus Laco / [cent(urio?)] leg(ionis) VII iudex / [3 datu]s ex convent/[ione eo]r(um) ab L(ucio) Volu[sio] / Saturnino le[g(ato)] / [p]ro pr(aetore) C(ai) Caesari[s] / [A]ugusti Germ[a]/[ni]ci inter Ned[i]/[tas et,L nus Laco leg VII iudex s ex conventr ab L Volu Saturnino le ro pr C Caesari ugusti Germci inter Nedtas et,L nus Laco centurio legionis VII iudex datus ex conventione eorum ab Lucio Volusio Saturnino legato pro praetore Cai Caesaris Augusti Germanici inter Neditas et,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo senatorius;  termini;  tria nomina
0204,0204,,,T(itus) Caninius / T(iti) f(ilius) Ser(gia) Maxim(us) / vet(eranus) coh(ortis) VI pr(aetoriae) / sibi t(estamento) p(oni) i(ussit) / M(arcus) Maesius Pau/lus h(eres) p(onendum) c(uravit),T Caninius T f Ser Maxim vet coh VI pr sibi t p i M Maesius Paulus h p c,Titus Caninius Titi filius Sergia Maximus veteranus cohortis VI praetoriae sibi testamento poni iussit Marcus Maesius Paulus heres ponendum curavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0205,0205,,,C(aio) Iulio C(ai) f(ilio) / [Se]r(gia) [Agr]ippae / [3] leg(ionis) VII (!) P(iae) F(idelis) / |(centuria) Agrip[p]ae p(atris?) / Avita mari/to Agrippi[na] / patri,C Iulio C f r ippae leg VII P F Agripae p Avita marito Agrippi patri,Caio Iulio Cai filio Sergia Agrippae legionis VII Piae Fidelis centuria Agrippae patris Avita marito Agrippina patri,,,,,,,,,,,,,,milites;  mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri
0206,0206,,,M(arco) Iulio Severo mil(iti) / c(o)ho(rtis) VII urb(anae) / Calpurnia Volaesa / mater p(osuit),M Iulio Severo mil cho VII urb Calpurnia Volaesa mater p,Marco Iulio Severo militi cohortis VII urbanae Calpurnia Volaesa mater posuit,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0207,0207,,,A(ulus) Saufeius P(ubli) f(ilius) Ca[m(ilia) E]/max Ansio miles c[oh(ortis)] / VIIII pr(aetoriae) |(centuria) Firmi Ter[tulli] / militavit annis [3 bene]/ficiarius t[rib(uni) tes]/serarius co[rnicular(ius)] / donis do[natus ab] / Imperat[ore 3]/no Cae[sare Aug(usto) tor]/quib[us] / [,A Saufeius P f Camax Ansio miles c VIIII pr Firmi Ter militavit annis ficiarius tserarius co donis do Imperat no Caequib,Aulus Saufeius Publi filius Camilia Emax Ansio miles cohortis VIIII praetoriae centuria Firmi Tertulli militavit annis beneficiarius tribuni tesserarius cornicularius donis donatus ab Imperatore no Caesare Augusto torquibus,,,,,,,,,,,,,,Augusti/Augustae;  milites;  tituli sepulcrales;  tria nomina;  viri
0208,0208,,,[E]x edict<o=U> P(ubli) Cor/neli Dolabel(la)e leg(ati) / pro praetore determinav[it] / S(extus) Titius Geminus / pri(nceps) posterior leg(ionis) / VII inter Neditas / et Corinienses / restituit iussu A(uli) / Duceni Gemini / leg(ati) Augusti pr(o) p[r(aetore)] / per A(ulum) Resium [M]a/ximum |(centurionem) leg(ionis) XI / C(laudiae) P(iae) F(idelis) pr(incipem) posterior(em) / et Q(uintum) Aebutium / Liberalem (h)astat(um) / posteriore(m) leg(ionis) / eiusdem,x edictU P Corneli Dolabele leg pro praetore determinav S Titius Geminus pri posterior leg VII inter Neditas et Corinienses restituit iussu A Duceni Gemini leg Augusti pr p per A Resium aximum leg XI C P F pr posterior et Q Aebutium Liberalem astat posteriore leg eiusdem,Ex edicto Publi Corneli Dolabellae legati pro praetore determinavit Sextus Titius Geminus princeps posterior legionis VII inter Neditas et Corinienses restituit iussu Auli Duceni Gemini legati Augusti pro praetore per Aulum Resium Maximum centurionem legionis XI Claudiae Piae Fidelis principem posteriorem et Quintum Aebutium Liberalem hastatum posteriorem legionis eiusdem,,,,,,,,,,,,,,milites;  ordo senatorius;  termini;  tria nomina;  viri
0209,0209,,,] / P(ublio) Val[erio 3] / leg(ionis) X[I C(laudiae) P(iae) F(idelis) 3] / C(ai) f(ilio) Pa[l(atina?) 3] / Valer[ius 3] / et Val[erius 3] / fr[atri(?) 3] / fieri [,P Val leg X C f Pa Valer et Val fr fieri,Publio Valerio legionis XI Claudiae Piae Fidelis Cai filio Palatina Valerius et Valerius fratri fieri,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0210,0210,,,] / [iussu A(uli) Duceni Gem]ini [leg(ati)] / per A(ulum) Resium [Maximum |(centurionem)] / [le]g(ionis) XI prin(cipem) pos[terio]/rem c(o)hor(tis) I et Q(uintum) [Ae]/butium Liberal[em] / |(centurionem) leg(ionis) eiusdem (h)a[sta]/[t]um posteriorem,ini per A Resium g XI prin posrem chor I et Q butium Liberal leg eiusdem aum posteriorem,iussu Auli Duceni Gemini legati per Aulum Resium Maximum centurionem legionis XI principem posteriorem cohortis I et Quintum Aebutium Liberalem centurionem legionis eiusdem hastatum posteriorem,,,,,,,,,,,,,,milites;  termini;  tria nomina;  viri
0211,0211,,,|(Centuria) Pompei,Pompei,Centuria Pompei,,,,,,,,,,,,,,milites;  nomen singulare;  tituli fabricationis
0212,0212,,,L(ucius) Mar(cius?) Ion / f(ilius) miles co/h(ortis) Cyrr(h)es(tarum) / domo Be[roea] / ann(orum) L stip(endiorum) XV / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit),L Mar Ion f miles coh Cyrres domo Be ann L stip XV h s e t f i,Lucius Marcius Ion filius miles cohortis Cyrrhestarum domo Beroea annorum L stipendiorum XV hic situs est testamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0213,0213,,,C(aius) Atilius / Macedo / v(otum) s(olvit),C Atilius Macedo v s,Caius Atilius Macedo votum solvit,,,,,,,,,,,,,,tituli sacri;  tria nomina;  viri
0214,0214,,,] / I[3]L[3] / C(aio?) Iul(io?) Th(i)ridatis f(ilio?) / dec(urioni) ala(e) P{h}artho(rum) / an(norum) XXVI dom(o) / Roma h(ic) s(itus) e(st),I L C Iul Thridatis f dec ala Phartho an XXVI dom Roma h s e,I L Caio Iulio Thiridatis filio decurioni alae Parthorum annorum XXVI domo Roma hic situs est,,,,,,,,,,,,,,milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri
0215,0215,,,M(arcus) Vallius M(arci) f(ilius) / Qui(rina) Maurinus / [Seg(ontia) mi]l(es) leg(ionis) / [XI C(laudiae) P(iae) F(idelis)] / [|(centuria) Val(eri) Postumi] / [ann(orum) XXXII] / [stip(endiorum) XII h(ic) s(itus) e(st)] / [h(eres) f(aciendum) c(uravit)],M Vallius M f Qui Maurinus l leg,Marcus Vallius Marci filius Quirina Maurinus Segontia miles legionis XI Claudiae Piae Fidelis centuria Valeri Postumi annorum XXXII stipendiorum XII hic situs est heres faciendum curavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0216,0216,,,Sex(ti) Saeni[3] / l(iberti) Hermero[ti] / ann(orum) LXX Saen[ia] / Campana mar[ito] / suo pos(uit) et [sibi] / h(ic) s(itus) [e(st)],Sex Saeni l Hermero ann LXX Saen Campana mar suo pos et h s,Sexti Saeni liberti Hermeroti annorum LXX Saenia Campana marito suo posuit et sibi hic situs est,,,,,,,,,,,,,,liberti/libertae;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0217,0217,,,] / T(ito) Loll[io(?)] / T(iti) f(ilio) Clau(dia) / Tarviso / mil(iti) leg(ionis) / XI C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st),T Loll T f Clau Tarviso mil leg XI C P F h s e,Tito Lollio Titi filio Claudia Tarviso militi legionis XI Claudiae Piae Fidelis hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0218,0218,,,] C(aius) Sem[2]ius(?) / C(ai) f(ilius) Trom(entina) Se/[3]us Aq(uis) Sta[tiellis] / [3 l]eg(ionis) XI C(laudiae) P(iae) F(idelis) / [3 sign]ifer(?) [,C Semius C f Trom Se us Aq Sta eg XI C P F ifer,Caius Semius Cai filius Tromentina Se us Aquis Statiellis legionis XI Claudiae Piae Fidelis signifer,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0219,0219,,,]ERT/VLI[3]S Novar(ia) / mi[les] leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Cai Verecun(di) / an(norum) XXIIX stip(endiorum) / XXII[3]II[,ERTVLI S Novar mi leg XI C P F Cai Verecun an XXIIX stip XXII II,ERTVLI S Novaria miles legionis XI Claudiae Piae Fidelis centuria Cai Verecundi annorum XXIIX stipendiorum XXII II,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0220,0220,,,]II / [3 mil(iti)] leg(ionis) XI / [tess]erar(io) / [3] corni/[culario] leg(ati) Aug(usti) / [3] pio [,II leg XI erar corni leg Aug pio,II militi legionis XI tesserario corniculario legati Augusti pio,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0221,0221,,,]I[3] / [3]O f(ilio) Sca[ptia 3] / [3]us Flore[ntia 3] / [3 m]il(es) leg(ionis) XXI [,I O f Sca us Flore il leg XXI,I O filio Scaptia us Florentia miles legionis XXI,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0222,0222,,,L]icin[3] / [3]MACR[3] / [3] stip(endiorum) X[,Licin MACR stip X,Licin MACR stipendiorum X,,,,,,,,,,,,,,tituli sepulcrales
0223,0223,,,]CII / [3]III h(oc?) f(aciendum?) c(uravit?),CII III h f c,CII III hoc faciendum curavit,,,,,,,,,,,,,,tituli sepulcrales
0224,0224,,,]FA[3] / [3 an]n(orum) XXXV [3] / [3]F T() M() [,FA n XXXV F T M,FA annorum XXXV F T M,,,,,,,,,,,,,,tituli sepulcrales
0225,0225,,,Q(uintus) Gavius / Q(uinti) f(ilius) Arn(ensi) / Optatus / domo Brixel(lo) / mil(es) leg(ionis) XI / an(norum) XXXIII / stip(endiorum) XIII h(ic) s(itus) e(st),Q Gavius Q f Arn Optatus domo Brixel mil leg XI an XXXIII stip XIII h s e,Quintus Gavius Quinti filius Arnensi Optatus domo Brixello miles legionis XI annorum XXXIII stipendiorum XIII hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0226,0226,,,] Corn[3] / [3]CE[,Corn CE,Corn CE,,,,,,,,,,,,,,tituli honorarii
0227,0227,,,]LLI[3] / [V]aleriani / mil(es) leg(ionis) XI / C(laudiae) P(iae) F(idelis) / ann(orum) XXXVII,LLI aleriani mil leg XI C P F ann XXXVII,LLI Valeriani miles legionis XI Claudiae Piae Fidelis annorum XXXVII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0228,0228,,,]us bene [3] / [3]us f(aciendum) c(uravit) arbi[tratu(?)] / [3] Papiri Maxi[mi] / [3]ia ex d(ecreto) [d(ecurionum)],us bene us f c arbi Papiri Maxi ia ex d,us bene us faciendum curavit arbitratu Papiri Maximi ia ex decreto decurionum,,,,,,,,,,,,,,tituli operum;  tria nomina;  viri
0229,0229,,,L(ucius) Funisulanus Veto/nianus leg(atus) pr(o) pr[aet(ore)] / [po]ntem et terminos [re]/novari ius(s)it per / T(itum) Cas(s)ium Frontonem / o(ptionem) leg(ionis) IIII F(laviae) F(elicis) in / [fun]do Vesiio(!) C / S() C() D() L() V(),L Funisulanus Vetonianus leg pr pr ntem et terminos novari iusit per T Casium Frontonem o leg IIII F F in do Vesiio C S C D L V,Lucius Funisulanus Vetonianus legatus pro praetore pontem et terminos renovari iussit per Titum Cassium Frontonem optionem legionis IIII Flaviae Felicis in fundo Vesiio C S C D L V,,,,,,,,,,,,,,milites;  ordo senatorius;  tituli operum;  tria nomina;  viri
0230,0230,,,L(ucius) Trebius Pau/lus vetera/nus leg(ionis) VIII / Aug(ustae) t(estamento) f(ieri) i(ussit),L Trebius Paulus veteranus leg VIII Aug t f i,Lucius Trebius Paulus veteranus legionis VIII Augustae testamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0231,0231,,,L(ucius) Trebius / Secundus pr/aef(e)ctus castr/orum inter / Onastinos et / Narestinos ter/minos pos(u)it ius/su L(uci) Volusi Satu/rni(ni) leg(ati) pro pr/aetore C(ai) [[C[ae]]]/[[s[ar]is A[ugusti]]] / [[G[erm]anici]] ex / senten{ten}ti/a quam i(i)s a<d=T>h/i<b=R>ito consi/lio dixit,L Trebius Secundus praefctus castrorum inter Onastinos et Narestinos terminos posit iussu L Volusi Saturni leg pro praetore C Csis A G ex sentententia quam is aThiRito consilio dixit,Lucius Trebius Secundus praefectus castrorum inter Onastinos et Narestinos terminos posuit iussu Luci Volusi Saturnini legati pro praetore Cai Caesaris Augusti Germanici ex sententia quam iis adhibito consilio dixit,,,,,,,,,,,,,,Augusti/Augustae;  litterae erasae;  milites;  ordo senatorius;  termini;  tria nomina;  viri
